"9Online","9District","9Age","9Income","9Tenure","9Profit","0Profit"
0,1300,3,1,3.83,-21,-25
0,1300,4,5,3.5,0,2
0,1200,5,9,11,-65,1
0,1200,4,8,8.91,114,588
0,1200,3,9,8.66,394,700
0,1300,6,5,27.16,56,148
0,1100,NA,NA,1.16,222,NA
0,1100,5,5,19.08,368,NA
0,1200,NA,NA,12.33,-25,NA
0,1200,1,NA,1.5,1,10
0,1300,2,7,10.16,-56,-32
0,1200,3,8,0.5,2,3
0,1200,7,7,28.83,79,NA
1,1200,NA,NA,4.5,16,-48
0,1200,4,7,7.66,-24,-52
1,1200,2,9,8,349,459
0,1200,4,9,7.58,-28,-15
0,1300,5,1,7.41,-44,15
0,1200,2,2,3.91,31,57
0,1200,NA,NA,16.83,367,NA
0,1200,6,7,19.08,345,366
0,1200,4,9,16.41,536,1149
0,1200,2,3,0.66,373,NA
0,1200,NA,NA,2.41,136,NA
0,1200,NA,NA,7.58,-27,NA
0,1200,2,6,5.25,12,63
1,1200,3,7,8.75,21,19
0,1200,5,9,7.66,481,700
0,1200,7,9,22.41,261,378
0,1200,4,4,5.83,187,395
0,1200,3,6,6.16,24,12
0,1200,NA,NA,8.41,176,-68
0,1200,NA,NA,26.25,-27,NA
0,1200,NA,NA,16.58,-33,NA
0,1300,7,NA,22.08,375,88
0,1200,4,5,23.41,1330,1648
0,1200,6,9,19.25,47,1623
0,1300,6,7,22.08,1503,1145
0,1200,3,6,6.66,211,55
0,1300,NA,NA,6.33,-32,NA
0,1200,2,7,6.83,-170,-131
0,1300,2,2,6.16,-32,-25
0,1200,3,3,7.41,27,-29
1,1200,3,6,14.25,280,272
0,1200,5,8,19.75,121,50
0,1300,NA,NA,34.08,586,766
0,1200,NA,NA,3.41,-68,-17
0,1200,3,NA,15.33,114,1
1,1200,5,9,2.66,-57,118
0,1200,4,9,8.25,117,-4
0,1300,6,NA,9,119,248
0,1200,6,7,1.75,33,-41
1,1200,2,7,4.75,-10,-46
1,1200,NA,NA,1.08,-70,-65
1,1200,NA,NA,0.58,15,NA
0,1200,3,9,9,642,651
1,1200,1,8,10.75,34,91
0,1200,4,5,18.08,-24,-20
0,1300,5,8,4.66,13,13
0,1200,NA,7,4.5,74,9
0,1200,NA,NA,6.91,-23,65
0,1100,4,6,8.33,15,-14
0,1100,5,5,18.5,82,68
0,1200,7,9,14.41,-48,NA
0,1200,6,9,17.33,165,485
0,1200,NA,NA,1.5,-34,-40
0,1200,NA,NA,2.25,-18,-42
0,1200,7,9,40.08,233,156
0,1100,3,3,8.75,-101,-136
0,1200,4,5,23.33,2023,987
0,1200,4,7,18.33,390,427
0,1200,3,6,4.83,-26,NA
0,1300,6,3,3.41,201,354
0,1200,4,6,2.33,-98,152
1,1200,3,8,8.58,-47,-42
0,1200,4,NA,3.16,-48,-54
0,1200,NA,NA,19.91,-65,NA
0,1200,6,9,11.75,75,63
0,1300,3,9,17.5,-59,-59
0,1200,6,4,23.91,-64,-26
0,1200,NA,NA,0.33,363,264
1,1200,3,8,4.25,147,-31
0,1200,7,8,8.41,-9,-8
0,1200,3,4,2.33,132,1156
0,1200,3,8,4.83,-59,74
0,1200,NA,NA,0.58,38,NA
0,1200,NA,NA,1.33,1,10
0,1200,7,2,17.91,-136,-143
0,1200,5,5,8.41,10,-28
0,1200,6,5,16.25,115,0
0,1100,3,1,10.75,-19,-15
0,1200,4,5,5.58,-26,-5
0,1100,7,1,15.75,573,2575
0,1200,NA,NA,15.08,427,NA
1,1200,5,7,17.08,182,386
0,1300,NA,NA,3.5,-2,NA
0,1200,3,9,4.25,-77,NA
0,1200,4,9,0.66,-2,-3
0,1200,4,9,1.41,1049,2895
0,1200,NA,NA,3.83,20,21
1,1200,4,6,17.5,486,632
0,1200,4,6,21.58,381,106
0,1200,6,4,13.83,-74,-66
0,1200,3,8,3.75,984,723
0,1100,NA,NA,6.16,44,723
0,1200,4,6,6.91,248,45
1,1200,3,6,6.33,-70,98
0,1200,NA,NA,18.16,-101,NA
0,1200,4,9,26.75,43,41
1,1200,NA,NA,3.58,-32,NA
0,1300,7,2,38.25,-65,-51
0,1200,7,6,13.83,55,66
1,1200,2,7,5.25,9,17
0,1200,NA,NA,3.33,54,NA
0,1200,3,7,2.91,-4,-5
0,1200,6,3,6.41,-113,-49
0,1200,NA,NA,1,-26,NA
0,1300,4,6,20.91,-62,61
0,1200,6,4,21.75,-95,-95
0,1200,4,8,2.41,1357,1243
0,1200,NA,NA,1.91,11,NA
0,1200,NA,NA,1,68,NA
0,1200,NA,NA,1.91,-24,NA
0,1200,NA,NA,2.83,26,NA
0,1200,NA,NA,4.58,-35,NA
0,1200,2,9,1.08,-25,49
0,1200,NA,NA,5.08,140,119
0,1300,NA,NA,1.08,-35,NA
0,1100,5,4,7.33,-2,-3
0,1200,NA,NA,16,13,NA
0,1200,4,6,1.5,-118,-70
0,1200,3,5,15.91,221,300
0,1200,2,7,4.33,-136,269
0,1300,7,1,8.5,-78,-62
0,1200,5,6,5.41,-53,59
0,1200,6,8,9.41,155,77
1,1200,NA,NA,1.58,17,NA
0,1200,2,8,5.75,-154,-157
0,1300,4,1,11.08,-2,NA
1,1200,3,7,4.5,-72,16
0,1200,4,7,9.91,364,311
0,1200,3,4,10.41,105,26
0,1100,NA,NA,8.66,143,90
1,1200,2,6,1.83,25,105
0,1100,3,4,18.58,373,519
0,1200,5,4,18.58,423,166
0,1200,6,7,12.66,355,NA
0,1300,6,6,3.16,1354,322
0,1200,5,9,16.5,721,285
0,1200,6,6,6.58,322,444
1,1200,7,5,5.83,-14,-46
0,1300,4,9,1.16,-8,21
0,1200,NA,NA,14.08,-66,11
0,1300,3,2,3.41,118,153
0,1200,NA,NA,3.91,221,205
0,1200,4,7,17.08,494,308
0,1100,NA,NA,1.5,-27,1
0,1100,NA,NA,9.91,54,59
0,1200,7,1,16.08,229,267
0,1200,NA,NA,7.41,-46,-46
0,1200,7,3,26,-9,-77
0,1200,3,1,9,62,40
0,1200,2,7,13.41,73,NA
0,1200,NA,NA,23.16,-7,28
0,1200,3,8,5.08,-36,-12
0,1200,4,6,10.08,-85,-113
0,1300,7,4,20,-188,-117
0,1200,NA,NA,7.58,-28,0
0,1200,NA,NA,6.16,92,177
1,1200,6,3,2.41,-4,NA
0,1200,NA,NA,3.5,13,0
0,1200,NA,3,1.58,-33,-1
0,1200,6,5,13.75,528,-7
1,1200,NA,NA,7.08,1005,NA
0,1200,3,6,7.91,-24,88
1,1200,3,7,3.25,-81,NA
0,1200,5,7,2.41,2,-6
1,1200,4,7,5.58,217,623
0,1200,5,5,31.5,310,267
0,1200,6,6,5,94,NA
0,1200,5,5,8.83,-3,-24
0,1200,3,6,6.75,-43,74
0,1200,3,9,13.16,419,415
0,1200,NA,NA,6,147,-112
0,1200,3,9,19,260,-92
0,1200,2,9,5.91,721,801
0,1200,6,9,30.58,-49,-18
0,1200,4,3,12.25,81,76
0,1200,NA,NA,5.58,17,44
0,1300,NA,NA,6.75,175,422
0,1200,2,6,4.25,-61,-20
0,1100,4,6,1.75,16,NA
0,1200,6,9,26.5,964,656
0,1200,5,NA,1.08,-58,69
0,1200,NA,NA,4.25,-60,-5
0,1200,2,9,3.5,16,-77
0,1100,6,1,17,-57,-24
1,1200,3,6,8.5,272,-127
0,1200,4,6,15.75,48,52
0,1200,6,6,7.25,-89,-57
1,1200,3,8,4.5,-12,NA
0,1200,NA,NA,8.66,-93,2
0,1200,6,3,11.25,-76,-96
0,1200,3,8,24.75,114,104
0,1200,2,6,13.33,-82,NA
0,1200,5,6,30.08,-115,-123
0,1200,6,4,20,550,558
0,1200,5,6,15.25,32,5
0,1200,2,NA,0.58,-26,-28
0,1200,2,3,7.25,228,213
0,1200,7,5,25.58,159,65
0,1200,5,6,6.5,210,197
0,1300,4,8,14.25,39,116
0,1200,7,7,11.58,493,359
0,1200,7,4,22.91,216,98
0,1200,4,3,7.08,-52,-59
0,1200,NA,NA,6.5,-3,NA
0,1200,4,7,25.58,-35,-28
0,1200,3,4,14.91,469,507
0,1200,5,5,0.25,-26,-34
0,1300,2,1,4.83,104,126
0,1200,NA,NA,25.91,-94,-131
0,1200,4,8,5.91,90,349
0,1200,7,2,20.16,102,116
1,1200,2,5,3.75,-159,-192
0,1200,NA,6,7.58,151,194
0,1200,2,6,5.83,-53,-70
0,1200,7,6,9,143,145
0,1200,3,7,24.08,239,325
0,1200,3,5,2.08,455,729
0,1100,NA,NA,23.83,-61,-37
0,1200,NA,NA,9.5,-33,-37
0,1100,4,6,3.58,113,-70
0,1200,6,4,30.08,711,1734
0,1100,3,6,8.91,-163,-166
0,1200,1,1,3.91,-31,-23
0,1200,NA,NA,6.33,-3,NA
0,1200,4,9,6.5,-31,8
0,1200,5,9,8.58,-88,-19
0,1200,4,5,5.91,-46,-12
0,1200,NA,NA,3.66,417,360
1,1200,3,6,0.33,-52,NA
0,1200,4,5,10.58,-73,-42
0,1300,NA,NA,10.75,9,257
0,1200,4,7,17.66,-81,NA
0,1100,4,4,7.33,327,338
1,1200,4,9,18.91,920,246
0,1200,2,3,10.58,38,-39
0,1200,4,9,2.58,1373,NA
0,1200,4,9,13.66,356,386
0,1200,3,6,16.08,15,-4
0,1200,NA,NA,2.33,4,43
0,1200,NA,NA,1.91,-25,-27
1,1200,2,9,6.91,-22,265
0,1200,7,4,32.58,-23,49
0,1200,5,5,3.58,69,258
0,1200,NA,5,9.25,28,NA
0,1200,NA,NA,6.41,216,NA
1,1200,NA,NA,3.41,23,181
0,1200,NA,NA,4.75,718,NA
0,1200,3,5,6.08,-33,-3
0,1200,7,7,2.41,299,569
0,1200,7,4,22.08,10,59
0,1300,4,8,22.25,29,35
0,1200,2,9,10.83,-106,57
1,1300,4,5,13.83,-75,75
0,1200,NA,NA,3.5,0,107
0,1200,3,6,7.25,456,431
0,1200,5,NA,5.41,387,213
0,1100,4,6,2.41,22,-37
1,1200,2,7,5.33,-35,-69
1,1200,5,8,21.91,46,324
0,1200,2,1,5.41,115,111
0,1200,7,5,5.75,24,33
0,1200,3,1,3.33,-60,NA
0,1300,NA,NA,5.83,-100,-50
0,1200,7,1,30.08,729,256
0,1200,NA,NA,22.08,-62,-34
0,1200,3,6,6.25,-24,-33
0,1200,5,6,3.75,-39,12
0,1200,3,6,3.08,119,-76
0,1200,4,9,3.58,-23,-18
0,1100,NA,NA,3.83,-37,-42
0,1300,4,9,10.41,173,497
0,1200,3,5,5.41,0,1
1,1200,NA,NA,17.75,633,641
0,1200,4,9,5,-39,144
0,1100,NA,NA,1.33,-20,NA
0,1100,5,5,4.08,-72,-4
0,1200,NA,NA,3.5,-2,-2
0,1200,6,5,6.83,-45,-26
0,1200,6,4,29.41,-60,-48
0,1200,NA,NA,6.91,-24,NA
0,1300,NA,NA,0.25,-20,NA
0,1200,NA,NA,6.33,218,197
0,1100,4,6,10.33,-131,-58
0,1200,4,1,6.16,120,52
0,1200,7,5,18.5,21,19
1,1200,2,6,6.58,-7,-85
0,1200,4,7,23.58,301,328
0,1200,7,7,22.33,1101,1428
0,1300,3,6,17.08,55,-32
0,1200,3,1,14.41,-8,30
0,1200,4,5,5.08,345,NA
0,1200,3,3,6.75,-48,16
0,1100,5,5,15.16,-66,-24
0,1200,NA,NA,1.25,-19,NA
0,1300,7,1,10.58,511,418
0,1200,3,7,9.58,-1,-7
1,1300,4,1,0.5,-101,-98
0,1200,7,3,19.58,360,452
0,1200,3,9,14.25,200,238
0,1100,4,5,15,-9,-3
0,1200,7,7,33.5,372,89
0,1200,3,9,2.5,113,74
0,1200,4,3,4,122,329
0,1200,7,8,11.58,-26,NA
0,1100,NA,NA,27.16,-41,-17
0,1200,NA,NA,0.58,-28,NA
0,1200,3,4,7.16,-40,-50
0,1100,4,1,1.58,98,456
0,1200,3,1,2.83,-119,-78
0,1200,NA,3,4.25,-39,-8
0,1200,3,4,5,-70,-92
0,1200,5,6,20.91,300,167
0,1200,5,7,13.33,-23,-65
0,1200,6,3,4.33,-16,15
0,1200,5,6,8.5,-27,NA
0,1200,6,9,12.75,-102,-152
0,1100,NA,NA,7.16,188,NA
1,1200,2,8,10.58,-139,NA
0,1200,4,6,24.33,136,238
0,1200,7,5,16,83,105
0,1200,2,1,1.16,48,-23
0,1200,NA,NA,1.41,-72,NA
0,1200,5,9,23.58,1502,2557
0,1200,3,6,3.41,369,NA
0,1200,4,1,18.75,-100,-60
0,1200,5,NA,14.66,31,2
0,1200,4,1,7.58,11,98
0,1200,3,4,7.33,49,68
0,1200,5,9,9.33,-92,NA
0,1200,2,3,1.75,10,-13
0,1200,5,1,3.83,152,146
0,1200,4,9,14.58,316,379
0,1200,7,3,8.66,257,240
0,1200,2,1,1.5,-5,97
1,1200,5,4,8.83,-56,157
0,1300,NA,NA,21.16,-144,NA
0,1200,3,3,6.75,-4,-32
0,1200,4,6,6.08,86,75
1,1200,7,9,11.91,-94,-95
0,1200,NA,NA,2.83,-19,NA
0,1200,3,6,15.83,-43,64
0,1200,2,5,7.25,-9,-34
0,1200,NA,NA,28.41,322,NA
0,1200,NA,NA,3,-105,NA
0,1200,NA,NA,0.33,-25,12
0,1100,NA,NA,7.91,41,NA
0,1200,2,9,1.33,133,87
0,1200,NA,NA,2.66,88,92
0,1100,NA,NA,7.58,-85,NA
0,1200,NA,NA,0.66,-26,171
1,1200,3,5,17.5,780,533
0,1200,NA,NA,6.66,112,-32
0,1200,3,6,6.08,-106,-11
0,1300,6,6,3.83,227,NA
1,1300,5,7,19.25,1063,855
0,1200,3,7,15.33,460,-70
0,1200,4,9,21.58,323,144
1,1200,2,5,2.5,14,11
1,1200,3,8,10.66,243,238
0,1200,3,7,0.5,13,17
0,1200,4,4,8.33,361,322
0,1200,4,9,24.5,174,194
0,1200,4,5,17,176,135
0,1200,4,7,12.08,-64,-53
0,1200,4,7,10.58,253,106
0,1300,2,5,1.75,-73,-4
0,1200,4,7,3.66,-28,12
0,1200,4,6,5.83,541,336
0,1200,7,3,1.5,-17,-30
0,1200,2,7,4.58,584,648
0,1200,6,6,16.58,300,14
0,1200,NA,NA,0.66,0,NA
0,1200,5,3,1.91,89,NA
0,1200,NA,NA,6.41,-28,-29
0,1200,3,6,9.75,-42,26
0,1200,5,5,9.75,141,267
0,1300,2,6,2.25,492,419
0,1200,5,7,27.66,239,425
0,1200,1,4,22,-25,-63
0,1200,7,3,23.25,813,223
0,1300,NA,NA,1.16,55,NA
0,1200,3,5,7.25,78,63
0,1200,7,9,19.83,-85,-40
0,1200,2,4,4.25,-6,11
0,1200,2,6,5.91,100,139
0,1200,7,7,6.58,-58,-65
1,1300,2,9,7.66,5,26
1,1200,3,7,6.5,378,245
1,1100,NA,NA,5.41,14,NA
0,1200,NA,NA,24.41,564,832
0,1200,2,3,4.33,-2,-2
1,1200,2,5,4.41,105,69
0,1200,4,6,3.33,135,160
0,1300,NA,NA,6.66,-24,NA
0,1200,7,7,19.08,281,512
0,1100,NA,NA,3.91,-98,NA
0,1100,NA,NA,12.41,557,1651
0,1200,6,9,24.08,-9,-9
0,1200,4,8,11.83,-33,-32
0,1200,4,9,7.75,263,554
0,1200,3,9,5.58,532,264
0,1300,NA,NA,21.33,36,55
0,1200,7,9,14.91,447,395
0,1300,3,2,0.83,7,7
0,1200,5,7,22.66,221,289
0,1200,NA,NA,15.5,71,NA
0,1200,NA,NA,5.25,61,61
0,1200,3,5,1.83,-67,19
0,1200,NA,NA,3.66,-24,NA
0,1200,NA,NA,23.66,620,248
0,1200,5,6,5.5,-53,-64
0,1200,4,7,22.41,-187,-159
0,1200,NA,NA,31.16,105,105
0,1100,4,4,5.66,838,844
0,1200,NA,NA,0.16,-29,NA
0,1200,NA,NA,6.08,-3,NA
0,1200,4,8,6.91,-1,35
1,1300,3,6,6.66,126,78
0,1300,NA,NA,23.25,232,535
0,1200,2,6,6.91,98,106
0,1200,NA,NA,3.08,-18,NA
0,1200,6,6,28.41,143,606
0,1200,NA,NA,6.91,-51,-66
0,1200,NA,NA,10.91,-2,-3
0,1200,3,6,1.5,-1,-8
0,1200,4,6,2.41,-3,-15
0,1200,3,9,5.5,366,720
0,1100,3,6,16.75,299,407
0,1200,1,1,1.41,-34,NA
0,1300,4,6,26.66,-69,NA
0,1200,5,6,9.75,-58,-58
1,1200,NA,NA,8,106,41
0,1200,3,9,16.58,93,129
0,1100,4,5,6.83,394,227
0,1300,NA,NA,13.83,671,715
0,1200,NA,NA,2.83,-70,-52
1,1200,2,4,4,-87,-45
0,1300,3,4,7.66,-1,-97
1,1200,3,6,8.66,231,614
0,1200,4,3,21.16,-49,-134
0,1200,6,2,21.91,369,108
0,1200,NA,NA,4.5,-14,-13
1,1100,5,9,7.75,-42,23
0,1200,NA,NA,18.33,9,6
0,1200,3,6,0.58,-25,-27
0,1200,3,6,15.5,81,153
0,1200,3,5,9.16,63,324
0,1200,7,6,10.08,151,227
0,1100,NA,NA,19.83,412,550
1,1200,5,9,5.16,568,488
1,1200,2,5,15.91,-131,-157
0,1200,2,1,17.75,25,NA
0,1200,3,3,8,-29,-10
0,1300,NA,NA,0.33,319,NA
1,1200,3,7,18,538,387
0,1200,3,6,10.75,168,NA
1,1300,7,3,22.08,326,132
0,1200,4,3,10.66,-162,-6
0,1200,NA,NA,5.33,142,133
0,1200,4,6,5.58,-14,-20
0,1100,3,1,1.5,-39,12
1,1200,1,4,0.41,-8,-9
0,1200,5,6,22,282,103
0,1200,5,7,14.58,-53,44
0,1200,NA,NA,17.5,6,434
0,1200,NA,NA,14,353,474
0,1200,NA,NA,8.25,-20,-23
0,1200,3,NA,7.08,-5,1
0,1200,7,7,32.33,870,589
0,1200,4,6,2.5,142,278
0,1200,NA,NA,3.41,257,348
0,1200,NA,NA,0.16,10,NA
0,1200,3,4,4,-64,-42
1,1200,7,9,7.08,69,127
0,1200,NA,NA,6,315,NA
1,1100,3,6,1.5,-2,-7
0,1200,2,6,4.91,12,8
0,1200,5,6,5.5,70,-27
0,1100,5,4,0.83,-32,NA
1,1200,NA,NA,4.08,679,3258
1,1200,NA,NA,16.83,38,-49
0,1200,3,7,4.41,-13,1
1,1100,5,7,2.75,1858,-17
1,1200,4,9,11.08,-46,-40
0,1200,5,6,23.08,-65,240
0,1200,5,3,7.08,18,84
0,1200,6,8,8.83,377,306
0,1200,1,1,20.58,-46,-41
0,1300,4,6,18.41,-55,-22
0,1200,3,7,25,381,930
0,1200,4,2,4.5,-29,-30
0,1200,6,9,20.75,-33,NA
0,1200,NA,NA,0.91,-73,NA
0,1200,6,3,0.16,58,22
0,1200,4,7,35.5,-76,-53
1,1200,6,9,2.58,318,159
0,1200,4,7,18.5,343,79
0,1300,5,7,9,-208,-46
0,1200,NA,NA,1.75,174,NA
0,1200,3,8,8.25,164,251
0,1300,2,6,7.75,-99,-123
0,1200,NA,NA,12.75,-20,NA
0,1200,5,7,17.91,23,-18
0,1200,4,2,19.33,20,NA
1,1200,2,6,0.83,-15,349
0,1200,NA,4,0.66,17,NA
0,1200,3,4,12.5,-24,-22
0,1100,6,6,23.91,-138,-142
0,1200,6,4,30.08,-19,-21
0,1200,7,4,5.41,677,848
0,1200,NA,7,2.66,155,69
0,1200,5,6,9.33,776,859
1,1200,NA,NA,18.08,8,NA
0,1200,NA,NA,1.33,-14,NA
0,1200,NA,4,4.75,-2,15
1,1300,2,6,4.83,1,21
0,1200,3,2,2.41,-3,-3
0,1200,3,6,3.5,328,NA
0,1300,6,3,5.66,-76,-74
0,1200,2,9,5.33,9,6
1,1200,4,6,6,-37,-24
0,1200,5,7,5.75,451,678
0,1200,4,7,8.5,894,-8
0,1200,NA,NA,1.16,-28,NA
0,1200,5,1,6.83,-62,-49
0,1200,4,6,25,-44,NA
0,1200,7,8,11.5,275,148
0,1200,4,9,24.91,-135,-115
0,1200,4,6,13.5,40,-15
0,1200,7,1,5,-49,-85
0,1200,3,NA,7.41,-33,789
1,1200,3,6,8.83,-109,-173
0,1100,4,2,8.08,1402,1770
0,1200,3,7,4.25,58,143
0,1300,NA,5,4.5,-26,-26
0,1200,7,9,11.58,0,-45
0,1100,4,1,27.33,-24,-52
0,1200,5,5,19.91,-139,-29
1,1200,3,9,15.33,-162,-87
0,1100,NA,NA,5.33,-126,-122
0,1200,6,3,28,46,62
0,1200,2,5,3.41,375,525
0,1200,6,3,6.66,221,-5
0,1200,4,3,9.16,128,37
0,1200,3,7,7.83,131,168
0,1200,NA,NA,0.33,302,NA
0,1200,NA,NA,3.25,-18,-6
0,1300,7,9,29.08,139,NA
0,1200,NA,7,4.58,61,65
0,1300,6,9,22.08,292,70
1,1200,NA,NA,3.41,196,42
0,1200,5,6,12.33,377,295
0,1300,NA,NA,7.25,196,225
0,1200,7,NA,22.08,154,-7
0,1200,4,4,5,32,NA
0,1100,4,3,5.91,212,NA
0,1200,NA,NA,18.66,878,884
0,1200,NA,NA,2.91,16,17
0,1300,NA,NA,8.25,-191,NA
0,1200,6,4,19.66,60,NA
0,1100,4,1,3.08,-26,-24
1,1200,NA,NA,4,643,749
1,1200,4,5,11,-21,-25
0,1300,4,7,20.33,-72,-130
1,1200,3,8,4.41,-141,-146
0,1100,NA,NA,6.33,-31,NA
0,1200,7,9,19.16,-15,69
0,1200,3,6,16.33,572,658
0,1200,NA,NA,3.33,13,NA
1,1100,NA,NA,3.66,-40,NA
0,1200,2,7,10.5,254,409
0,1200,4,5,30.08,1252,940
1,1200,7,6,28,95,154
0,1100,3,3,4.25,-38,44
0,1200,2,2,22.58,-115,138
0,1200,2,5,5.08,-127,275
0,1200,5,9,5.41,-5,-51
0,1200,3,5,14.91,-13,-5
0,1300,3,6,13,-70,1615
0,1300,NA,NA,19.16,-44,NA
0,1200,5,9,10.58,502,515
0,1200,3,1,11.41,7,17
0,1200,4,4,16.33,30,20
1,1200,3,2,12.58,4,NA
0,1300,NA,7,7.5,-25,-29
0,1200,3,2,3.75,-41,-50
0,1200,7,3,5.83,443,334
0,1200,3,7,3.08,450,NA
0,1100,4,3,3.5,18,-24
0,1100,7,7,25.08,-31,501
0,1200,NA,NA,6.25,53,109
0,1200,4,4,26.25,-121,-131
0,1300,1,8,2.91,108,NA
0,1100,5,7,23.25,-156,-157
1,1200,3,9,3.66,252,91
0,1200,4,9,10.41,173,746
0,1200,5,6,31.83,-15,640
1,1200,2,6,2.25,48,76
0,1200,5,5,14,-83,1365
1,1200,5,9,12.58,-63,-112
0,1200,3,4,8.25,-114,-89
0,1200,7,1,9.91,284,118
0,1100,NA,NA,2,-20,NA
0,1200,NA,NA,5.08,-30,NA
0,1300,NA,NA,12.75,125,124
0,1100,NA,NA,2.66,-76,-54
0,1200,2,2,3.33,-104,-86
0,1200,4,9,14.66,13,15
0,1100,2,4,9.58,143,150
0,1200,3,4,6.41,-135,107
1,1200,2,4,11.41,-71,-34
0,1300,2,6,0.25,-73,172
0,1200,7,6,13.08,-9,-12
0,1200,4,8,9.66,0,28
0,1300,6,6,18.08,-15,18
0,1200,2,4,10.5,525,606
0,1100,2,7,6,-50,12
0,1200,4,6,27.41,115,202
0,1300,3,4,21.16,-106,-41
0,1300,2,1,4.58,41,20
1,1200,NA,NA,24.66,-130,-95
0,1200,NA,NA,2.58,92,226
0,1200,3,8,6.75,-1,-16
1,1200,3,5,27.58,-27,734
1,1200,NA,NA,16.5,77,NA
0,1200,4,6,10.58,119,368
0,1200,NA,NA,8.66,-31,NA
0,1200,6,6,10.5,368,209
1,1200,7,2,10.41,-186,-90
0,1200,4,7,24.41,699,194
1,1200,NA,NA,8,-221,NA
0,1200,3,1,6.5,-84,253
1,1200,5,8,3.33,599,776
0,1200,3,9,5.83,-40,-40
0,1200,7,4,28.33,-57,-51
0,1200,3,9,15.66,453,584
0,1200,1,NA,3.08,1,-4
0,1200,4,7,6.25,-60,88
0,1200,4,3,0.83,-30,280
0,1200,3,6,7.33,-67,-70
0,1200,NA,NA,16.58,-3,NA
1,1200,7,6,17.75,-28,NA
0,1200,NA,NA,15.75,138,144
0,1200,5,9,11.5,3,-18
0,1200,4,6,14.5,349,292
0,1100,4,6,6.91,-23,47
0,1200,4,6,2,-1,47
0,1300,2,6,7.58,-84,-129
0,1200,4,5,2.91,-27,NA
0,1200,3,3,3.25,396,357
0,1200,7,4,1.25,106,71
0,1200,NA,NA,8.58,65,NA
0,1300,7,5,1.5,4,-64
0,1200,NA,NA,2.33,35,-38
0,1100,5,1,7.91,92,-83
0,1300,2,8,6.41,-93,25
0,1100,3,4,11.5,-76,-30
0,1200,NA,NA,12.25,341,234
0,1200,2,6,6.58,-29,-24
0,1200,2,1,2.58,-2,-1
0,1200,NA,NA,10,31,-24
0,1200,NA,NA,18.25,-74,NA
0,1100,7,3,29.91,255,131
0,1200,4,6,1,-2,NA
0,1200,7,4,7.91,-68,-68
0,1200,4,8,4.75,88,52
1,1200,4,9,15.58,1318,348
0,1200,2,9,8.08,725,1346
0,1200,2,1,2.5,616,566
0,1200,NA,NA,7.08,-45,-33
0,1200,4,6,5.75,-49,24
0,1200,NA,NA,4.25,36,35
0,1200,NA,NA,24.41,402,413
0,1200,4,9,18.41,201,-164
0,1200,3,9,4.83,-2,-1
0,1100,2,1,7.5,-31,-14
0,1200,4,8,6.58,-74,-99
0,1200,3,3,9.91,-3,-46
0,1200,6,6,16,107,82
0,1200,4,7,14.08,-13,-35
0,1200,7,1,7,39,NA
0,1100,NA,NA,8.91,-72,-72
0,1200,7,6,7.41,44,499
0,1200,4,7,17.83,-7,-52
1,1200,4,6,22.66,730,467
0,1200,5,4,11.66,303,215
0,1200,5,8,6.41,117,81
1,1200,NA,NA,2.66,245,NA
0,1200,1,6,6.41,42,171
0,1100,NA,NA,35.08,-2,-7
0,1200,3,3,5,-82,-53
0,1200,3,9,7.58,91,133
0,1200,6,9,28.16,54,44
0,1200,3,6,0.33,10,-55
0,1200,4,5,1.5,892,-1
0,1200,NA,NA,16.08,264,298
0,1200,4,3,0.91,-46,37
0,1200,4,6,14.41,208,202
0,1200,4,8,25.33,22,-145
0,1200,4,7,23.33,-28,-25
0,1200,2,3,3.66,-31,-17
0,1200,NA,NA,0.83,-27,-33
0,1200,NA,NA,11.25,19,109
0,1200,5,6,7.5,733,-16
0,1200,5,6,19.66,-89,-168
0,1300,5,2,36,308,266
0,1200,3,5,16.58,980,1276
0,1100,7,3,5.33,-58,-75
0,1200,5,9,17.08,26,129
0,1200,4,6,31.66,310,108
0,1200,3,7,1.83,-90,-82
0,1200,NA,NA,6.66,-63,-69
0,1200,3,4,4.58,120,88
0,1200,NA,NA,16.66,12,-17
0,1200,7,9,29.58,320,480
0,1200,4,9,1.08,-55,-60
0,1200,NA,1,2.83,22,NA
0,1200,3,6,3.66,-18,-21
0,1300,4,7,16.5,92,-94
0,1200,3,6,6.16,-32,272
0,1200,NA,NA,1.75,0,162
1,1200,2,6,10.66,-88,NA
0,1200,NA,NA,3.58,-31,-31
0,1200,3,6,8.25,-28,122
0,1200,1,3,4.58,-37,-40
0,1200,5,4,2.58,-188,-140
0,1200,7,6,9.33,31,68
0,1200,2,3,7.33,-82,-82
1,1200,4,8,5.66,-118,-166
0,1200,NA,NA,27.58,96,NA
0,1300,6,4,24,833,841
0,1200,2,8,9.91,-94,-23
0,1200,7,4,30.08,-22,-26
0,1300,NA,NA,2.16,-56,-62
0,1200,4,9,8.5,88,NA
0,1200,NA,NA,10.66,-97,-31
0,1200,2,7,18.5,118,97
0,1200,5,6,1.58,105,29
0,1200,5,8,9.5,82,398
0,1300,NA,NA,6.91,-19,-3
0,1200,2,6,7.41,-17,-116
0,1200,5,9,10.33,848,810
0,1200,4,7,13.75,6,NA
0,1200,2,6,5.58,-44,-23
0,1200,NA,NA,1.66,-30,NA
0,1200,NA,NA,4.66,-21,NA
0,1200,5,8,19.91,-15,-84
